Id,CommandeRef,ProduitReference,Quantite,PrixUnitaire
38724,17510,SODIV-40357,1,3066
38725,17510,SODIV-40186,1,3773
38726,17511,SODIV-40109,1,3406
38727,17511,SODIV-40439,1,2618
38728,17511,SODIV-40528,1,3465
38729,17511,SODIV-40550,1,3912
38730,17512,SODIV-40516,1,1482
38731,17513,SODIV-40304,3,3834
38732,17513,SODIV-40497,1,3150
38733,17513,SODIV-40550,1,3912
38734,17514,SODIV-40399,1,3771
38735,17515,SODIV-40022,1,2349
38736,17516,SODIV-40339,1,3654
38737,17516,SODIV-40539,1,2621
38738,17516,SODIV-40113,4,765
38739,17516,SODIV-40127,1,1965
38740,17517,SODIV-40661,3,3554
38741,17517,SODIV-40444,1,1081
38742,17518,SODIV-40428,1,2287
38743,17519,SODIV-40320,1,1013
38744,17519,SODIV-40434,1,416
38745,17519,SODIV-40428,2,2287
38746,17520,SODIV-40629,2,2349
38747,17521,SODIV-40648,3,1960
38748,17522,SODIV-40639,1,1121
38749,17523,SODIV-40617,1,674
38750,17523,SODIV-40061,1,1728
38751,17523,SODIV-40106,5,2064
38752,17523,SODIV-40262,1,3718
38753,17523,SODIV-40212,1,1896
38754,17524,SODIV-40375,1,1991
38755,17525,SODIV-40511,1,1780
38756,17526,SODIV-40369,1,1963
38757,17526,SODIV-40459,1,1850
38758,17526,SODIV-40618,1,1752
38759,17527,SODIV-40505,1,3377
38760,17527,SODIV-40182,10,2677
38761,17528,SODIV-40047,1,681
38762,17529,SODIV-40149,1,1852
38763,17529,SODIV-40604,2,3402
38764,17530,SODIV-40591,1,3144
38765,17530,SODIV-40310,2,3297
38766,17530,SODIV-40551,2,1593
38767,17531,SODIV-40324,10,2452
38768,17531,SODIV-40205,1,3902
38769,17531,SODIV-40314,1,3891
38770,17531,SODIV-40153,3,3202
38771,17532,SODIV-40647,1,3759
38772,17532,SODIV-40658,3,1364
38773,17533,SODIV-40483,4,1797
38774,17534,SODIV-40378,1,3244
38775,17534,SODIV-40155,2,2503
38776,17534,SODIV-40410,1,1933
38777,17534,SODIV-40407,3,2781
38778,17534,SODIV-40638,3,1406
38779,17535,SODIV-40621,1,677
38780,17535,SODIV-40298,1,2119
38781,17536,SODIV-40612,1,1361
38782,17536,SODIV-40415,2,1225
38783,17537,SODIV-40243,4,355
38784,17537,SODIV-40420,2,3358
38785,17537,SODIV-40364,1,1783
38786,17538,SODIV-40593,3,1667
38787,17538,SODIV-40652,1,1618
38788,17539,SODIV-40080,1,3102
38789,17540,SODIV-40630,1,378
38790,17540,SODIV-40453,1,3854
38791,17540,SODIV-40591,1,3144
38792,17540,SODIV-40467,3,2390
38793,17541,SODIV-40340,1,2437
38794,17541,SODIV-40308,1,2868
38795,17541,SODIV-40159,2,210
38796,17542,SODIV-40308,1,2868
38797,17543,SODIV-40485,5,1586
38798,17543,SODIV-40331,1,537
38799,17544,SODIV-40655,1,3789
38800,17544,SODIV-40011,3,3386
38801,17545,SODIV-40254,1,585
38802,17545,SODIV-40114,3,3622
38803,17545,SODIV-40478,1,451
38804,17546,SODIV-40376,5,3540
38805,17547,SODIV-40029,1,3992
38806,17548,SODIV-40572,1,2063
38807,17548,SODIV-40485,2,1586
38808,17549,SODIV-40254,4,585
38809,17549,SODIV-40411,2,3802
38810,17549,SODIV-40542,2,2620
38811,17549,SODIV-40378,2,3244
38812,17549,SODIV-40042,3,1726
38813,17550,SODIV-40636,4,1373
38814,17551,SODIV-40425,2,2568
38815,17551,SODIV-40660,1,1186
38816,17551,SODIV-40156,1,2119
38817,17552,SODIV-40108,1,566
38818,17552,SODIV-40191,2,939
38819,17553,SODIV-40549,1,3199
38820,17554,SODIV-40375,1,1991
38821,17554,SODIV-40189,1,2945
38822,17555,SODIV-40174,4,1669
38823,17556,SODIV-40490,1,696
38824,17556,SODIV-40528,2,3465
38825,17556,SODIV-40463,4,506
38826,17556,SODIV-40224,1,1438
38827,17557,SODIV-40354,1,945
38828,17558,SODIV-40185,1,2079
38829,17558,SODIV-40343,2,3962
38830,17558,SODIV-40322,1,3976
38831,17559,SODIV-40325,2,1420
38832,17559,SODIV-40459,1,1850
38833,17559,SODIV-40307,1,1660
38834,17560,SODIV-40424,1,3708
38835,17561,SODIV-40030,2,1812
38836,17561,SODIV-40618,3,1752
38837,17561,SODIV-40562,1,3751
38838,17561,SODIV-40325,1,1420
38839,17561,SODIV-40626,2,2944
38840,17562,SODIV-40407,3,2781
38841,17562,SODIV-40036,1,362
38842,17563,SODIV-40256,1,303
38843,17564,SODIV-40521,1,533
38844,17564,SODIV-40490,1,696
38845,17564,SODIV-40244,1,3147
38846,17564,SODIV-40320,1,1013
38847,17565,SODIV-40648,2,1960
38848,17566,SODIV-40062,1,3038
38849,17567,SODIV-40164,2,3494
38850,17567,SODIV-40339,4,3654
38851,17567,SODIV-40547,1,329
38852,17568,SODIV-40561,5,2098
38853,17568,SODIV-40175,5,1448
38854,17568,SODIV-40369,5,1963
38855,17568,SODIV-40103,1,2827
38856,17568,SODIV-40388,2,2264
38857,17569,SODIV-40183,1,1050
38858,17569,SODIV-40017,1,706
38859,17569,SODIV-40557,4,448
38860,17570,SODIV-40227,1,776
38861,17571,SODIV-40610,1,1094
38862,17571,SODIV-40655,1,3789
38863,17572,SODIV-40562,2,3751
38864,17572,SODIV-40206,1,2818
38865,17572,SODIV-40572,5,2063
38866,17573,SODIV-40643,2,720
38867,17574,SODIV-40172,2,2023
38868,17575,SODIV-40325,1,1420
38869,17576,SODIV-40110,2,2670
38870,17577,SODIV-40258,1,1293
38871,17578,SODIV-40479,1,659
38872,17579,SODIV-40480,1,3273
38873,17580,SODIV-40173,2,3630
38874,17580,SODIV-40169,1,1896
38875,17581,SODIV-40087,1,3409
38876,17582,SODIV-40554,5,3215
38877,17583,SODIV-40462,1,555
38878,17583,SODIV-40345,4,3607
38879,17584,SODIV-40283,3,3335
38880,17584,SODIV-40099,1,83
38881,17584,SODIV-40016,3,832
38882,17584,SODIV-40395,1,1402
38883,17585,SODIV-40121,1,1267
38884,17586,SODIV-40627,10,484
38885,17586,SODIV-40501,1,1854
38886,17586,SODIV-40135,5,1721
38887,17586,SODIV-40158,1,2942
38888,17587,SODIV-40118,2,2943
38889,17587,SODIV-40456,1,3976
38890,17588,SODIV-40526,2,3607
38891,17589,SODIV-40199,2,502
38892,17589,SODIV-40172,1,2023
38893,17589,SODIV-40644,5,2202
38894,17590,SODIV-40300,1,3095
38895,17591,SODIV-40654,1,3810
38896,17591,SODIV-40569,1,1998
38897,17592,SODIV-40559,2,3199
38898,17593,SODIV-40314,1,3891
38899,17593,SODIV-40565,3,3351
38900,17593,SODIV-40666,3,1254
38901,17594,SODIV-40232,1,2539
38902,17595,SODIV-40109,1,3406
38903,17596,SODIV-40523,1,594
38904,17596,SODIV-40130,5,3917
38905,17597,SODIV-40308,1,2868
38906,17598,SODIV-40266,1,1614
38907,17599,SODIV-40533,1,2332
38908,17600,SODIV-40151,1,2736
38909,17600,SODIV-40049,4,933
38910,17601,SODIV-40061,4,1728
38911,17601,SODIV-40496,1,3331
38912,17602,SODIV-40667,3,1526
38913,17602,SODIV-40561,1,2098
38914,17603,SODIV-40340,1,2437
38915,17604,SODIV-40172,1,2023
38916,17605,SODIV-40273,4,3059
38917,17605,SODIV-40087,3,3409
38918,17605,SODIV-40451,1,1494
38919,17606,SODIV-40605,5,2931
38920,17607,SODIV-40346,1,2772
38921,17607,SODIV-40451,1,1494
38922,17608,SODIV-40188,1,3583
38923,17608,SODIV-40320,1,1013
38924,17608,SODIV-40589,1,2018
38925,17609,SODIV-40115,1,2448
38926,17609,SODIV-40475,1,2442
38927,17609,SODIV-40364,1,1783
38928,17610,SODIV-40024,2,642
38929,17611,SODIV-40395,4,1402
38930,17612,SODIV-40012,1,2643
38931,17612,SODIV-40302,2,2580
38932,17613,SODIV-40599,2,2772
38933,17614,SODIV-40054,2,2136
38934,17614,SODIV-40574,1,1032
38935,17615,SODIV-40162,1,1304
38936,17615,SODIV-40328,1,1800
38937,17615,SODIV-40230,3,2308
38938,17616,SODIV-40345,5,3607
38939,17617,SODIV-40015,1,3083
38940,17617,SODIV-40243,4,355
38941,17618,SODIV-40142,1,1964
38942,17619,SODIV-40265,1,453
38943,17619,SODIV-40223,1,3674
38944,17620,SODIV-40378,1,3244
38945,17620,SODIV-40543,1,2651
38946,17621,SODIV-40471,5,3911
38947,17621,SODIV-40513,2,2199
38948,17621,SODIV-40195,1,106
38949,17622,SODIV-40507,1,1003
38950,17622,SODIV-40527,1,900
38951,17622,SODIV-40104,1,2500
38952,17623,SODIV-40515,1,1917
38953,17623,SODIV-40471,1,3911
38954,17623,SODIV-40086,1,440
38955,17623,SODIV-40364,5,1783
38956,17624,SODIV-40360,1,394
38957,17624,SODIV-40511,2,1780
38958,17625,SODIV-40050,4,1205
38959,17625,SODIV-40560,1,3032
38960,17626,SODIV-40149,5,1852
38961,17626,SODIV-40475,4,2442
38962,17627,SODIV-40361,2,2140
38963,17627,SODIV-40530,1,1197
38964,17628,SODIV-40463,1,506
38965,17628,SODIV-40151,10,2736
38966,17628,SODIV-40535,4,1215
38967,17628,SODIV-40520,1,592
38968,17629,SODIV-40553,1,1683
38969,17630,SODIV-40210,1,3683
38970,17631,SODIV-40282,10,2550
38971,17631,SODIV-40485,2,1586
38972,17631,SODIV-40309,1,2906
38973,17632,SODIV-40666,1,1254
38974,17632,SODIV-40378,1,3244
38975,17633,SODIV-40575,1,452
38976,17633,SODIV-40432,1,3735
38977,17633,SODIV-40033,3,3444
38978,17634,SODIV-40426,1,898
38979,17635,SODIV-40003,2,402
38980,17636,SODIV-40116,5,1456
38981,17636,SODIV-40269,1,2537
38982,17637,SODIV-40505,1,3377
38983,17637,SODIV-40021,3,2741
38984,17637,SODIV-40301,1,3254
38985,17637,SODIV-40317,3,2460
38986,17638,SODIV-40424,1,3708
38987,17639,SODIV-40403,3,3185
38988,17640,SODIV-40619,1,2148
38989,17641,SODIV-40471,1,3911
38990,17641,SODIV-40432,1,3735
38991,17641,SODIV-40259,1,1687
38992,17642,SODIV-40539,2,2621
38993,17642,SODIV-40576,4,1648
38994,17643,SODIV-40446,1,2686
38995,17643,SODIV-40473,3,3719
38996,17644,SODIV-40129,5,2787
38997,17644,SODIV-40111,1,200
38998,17644,SODIV-40456,3,3976
38999,17644,SODIV-40162,1,1304
39000,17644,SODIV-40287,4,1025
39001,17645,SODIV-40046,4,2357
39002,17645,SODIV-40373,1,3797
39003,17646,SODIV-40096,1,3138
39004,17647,SODIV-40036,1,362
39005,17647,SODIV-40417,2,2635
39006,17648,SODIV-40234,1,1786
39007,17649,SODIV-40010,1,3253
39008,17649,SODIV-40099,5,83
39009,17650,SODIV-40224,1,1438
39010,17650,SODIV-40576,1,1648
39011,17650,SODIV-40191,1,939
39012,17650,SODIV-40393,3,2534
39013,17650,SODIV-40079,1,3235
39014,17651,SODIV-40287,1,1025
39015,17652,SODIV-40067,2,1669
39016,17652,SODIV-40326,1,278
39017,17653,SODIV-40201,3,1887
39018,17653,SODIV-40571,5,107
39019,17654,SODIV-40081,1,349
39020,17654,SODIV-40337,1,3913
39021,17654,SODIV-40155,1,2503
39022,17655,SODIV-40037,1,3961
39023,17655,SODIV-40093,1,1571
39024,17656,SODIV-40153,5,3202
39025,17656,SODIV-40199,2,502
39026,17657,SODIV-40310,1,3297
39027,17657,SODIV-40588,1,1930
39028,17658,SODIV-40070,5,594
39029,17658,SODIV-40440,1,1143
39030,17659,SODIV-40584,2,780
39031,17659,SODIV-40327,4,1137
39032,17659,SODIV-40505,1,3377
39033,17659,SODIV-40066,1,3166
39034,17659,SODIV-40003,1,402
39035,17660,SODIV-40298,1,2119
39036,17660,SODIV-40370,1,1638
39037,17661,SODIV-40459,1,1850
39038,17662,SODIV-40426,2,898
39039,17663,SODIV-40035,1,1914
39040,17663,SODIV-40589,4,2018
39041,17663,SODIV-40512,1,3966
39042,17664,SODIV-40238,1,2956
39043,17665,SODIV-40410,10,1933
39044,17665,SODIV-40261,5,269
39045,17666,SODIV-40208,1,660
39046,17666,SODIV-40455,1,967
39047,17666,SODIV-40169,1,1896
39048,17666,SODIV-40351,1,984
39049,17666,SODIV-40213,1,95
39050,17667,SODIV-40028,5,2227
39051,17667,SODIV-40276,2,3256
39052,17668,SODIV-40442,1,575
39053,17668,SODIV-40529,3,3661
39054,17668,SODIV-40051,4,3110
39055,17669,SODIV-40550,1,3912
39056,17670,SODIV-40003,1,402
39057,17670,SODIV-40538,1,914
39058,17670,SODIV-40481,2,715
39059,17670,SODIV-40104,1,2500
39060,17671,SODIV-40661,1,3554
39061,17672,SODIV-40349,1,2238
39062,17672,SODIV-40466,1,515
39063,17673,SODIV-40103,1,2827
39064,17673,SODIV-40365,10,3508
39065,17673,SODIV-40364,1,1783
39066,17674,SODIV-40460,1,1861
39067,17675,SODIV-40410,1,1933
39068,17675,SODIV-40578,4,3371
39069,17675,SODIV-40513,1,2199
39070,17676,SODIV-40087,5,3409
39071,17676,SODIV-40390,1,2123
39072,17676,SODIV-40198,1,1724
39073,17677,SODIV-40181,1,1654
39074,17677,SODIV-40425,10,2568
39075,17677,SODIV-40599,1,2772
39076,17678,SODIV-40495,5,3260
39077,17678,SODIV-40040,1,2213
39078,17679,SODIV-40416,1,2850
39079,17679,SODIV-40203,1,2173
39080,17680,SODIV-40635,1,2606
39081,17680,SODIV-40561,1,2098
39082,17681,SODIV-40237,1,184
39083,17681,SODIV-40496,1,3331
39084,17681,SODIV-40113,2,765
39085,17681,SODIV-40159,3,210
39086,17681,SODIV-40407,10,2781
39087,17682,SODIV-40510,1,1487
39088,17682,SODIV-40527,1,900
39089,17682,SODIV-40642,1,2506
39090,17683,SODIV-40324,4,2452
39091,17683,SODIV-40485,3,1586
39092,17684,SODIV-40138,1,921
39093,17685,SODIV-40231,4,2041
39094,17685,SODIV-40505,1,3377
39095,17685,SODIV-40485,2,1586
39096,17685,SODIV-40453,2,3854
39097,17686,SODIV-40386,1,1830
39098,17686,SODIV-40367,1,2866
39099,17686,SODIV-40579,1,3724
39100,17687,SODIV-40291,1,3935
39101,17687,SODIV-40076,5,531
39102,17687,SODIV-40232,1,2539
39103,17688,SODIV-40073,1,3583
39104,17688,SODIV-40034,1,3642
39105,17688,SODIV-40492,2,3326
39106,17688,SODIV-40553,2,1683
39107,17689,SODIV-40061,10,1728
39108,17690,SODIV-40595,2,3989
39109,17691,SODIV-40532,1,1243
39110,17691,SODIV-40580,3,82
39111,17692,SODIV-40460,1,1861
39112,17692,SODIV-40582,1,1273
39113,17692,SODIV-40239,1,1748
39114,17692,SODIV-40336,1,745
39115,17693,SODIV-40532,1,1243
39116,17694,SODIV-40152,1,2937
39117,17695,SODIV-40127,1,1965
39118,17695,SODIV-40454,10,182
39119,17695,SODIV-40511,3,1780
39120,17696,SODIV-40052,3,3709
39121,17696,SODIV-40058,1,2573
39122,17697,SODIV-40069,2,3809
39123,17697,SODIV-40637,1,609
39124,17698,SODIV-40218,1,1667
39125,17699,SODIV-40496,1,3331
39126,17700,SODIV-40291,1,3935
39127,17700,SODIV-40439,2,2618
39128,17700,SODIV-40408,10,238
39129,17701,SODIV-40196,3,2598
39130,17701,SODIV-40112,1,979
39131,17701,SODIV-40372,4,3784
39132,17702,SODIV-40110,1,2670
39133,17703,SODIV-40208,2,660
39134,17703,SODIV-40052,1,3709
39135,17704,SODIV-40148,2,2326
39136,17705,SODIV-40435,1,3405
39137,17705,SODIV-40475,1,2442
39138,17705,SODIV-40355,2,3377
39139,17706,SODIV-40042,2,1726
39140,17707,SODIV-40077,10,3392
39141,17708,SODIV-40299,1,1639
39142,17708,SODIV-40550,1,3912
39143,17708,SODIV-40026,3,2420
39144,17709,SODIV-40433,1,2112
39145,17710,SODIV-40074,2,2460
39146,17710,SODIV-40310,4,3297
39147,17710,SODIV-40467,1,2390
39148,17711,SODIV-40407,1,2781
39149,17711,SODIV-40644,1,2202
39150,17711,SODIV-40275,1,2153
39151,17712,SODIV-40647,10,3759
39152,17712,SODIV-40390,1,2123
39153,17712,SODIV-40603,1,3772
39154,17712,SODIV-40189,1,2945
39155,17713,SODIV-40205,1,3902
39156,17714,SODIV-40191,3,939
39157,17714,SODIV-40323,1,2665
39158,17714,SODIV-40521,1,533
39159,17715,SODIV-40112,3,979
39160,17716,SODIV-40444,1,1081
39161,17717,SODIV-40046,1,2357
39162,17717,SODIV-40473,1,3719
39163,17718,SODIV-40480,3,3273
39164,17719,SODIV-40633,1,1460
39165,17719,SODIV-40599,3,2772
39166,17719,SODIV-40656,1,1655
39167,17719,SODIV-40590,4,2628
39168,17720,SODIV-40272,1,2001
39169,17720,SODIV-40547,4,329
39170,17721,SODIV-40433,10,2112
39171,17721,SODIV-40508,1,1291
39172,17722,SODIV-40066,1,3166
39173,17722,SODIV-40263,1,2653
39174,17723,SODIV-40209,1,2926
39175,17724,SODIV-40220,3,3136
39176,17724,SODIV-40615,1,3290
39177,17724,SODIV-40226,3,1801
39178,17724,SODIV-40079,2,3235
39179,17725,SODIV-40151,2,2736
39180,17725,SODIV-40153,1,3202
39181,17725,SODIV-40059,2,2694
39182,17726,SODIV-40460,3,1861
39183,17726,SODIV-40550,1,3912
39184,17727,SODIV-40427,1,2725
39185,17728,SODIV-40482,5,604
39186,17728,SODIV-40400,1,2261
39187,17728,SODIV-40508,1,1291
39188,17728,SODIV-40236,10,2418
39189,17728,SODIV-40345,1,3607
39190,17729,SODIV-40501,1,1854
39191,17730,SODIV-40414,3,1290
39192,17731,SODIV-40626,1,2944
39193,17731,SODIV-40531,3,1024
39194,17731,SODIV-40017,1,706
39195,17732,SODIV-40342,1,2805
39196,17732,SODIV-40655,1,3789
39197,17733,SODIV-40635,1,2606
39198,17733,SODIV-40541,2,3826
39199,17733,SODIV-40179,2,271
39200,17734,SODIV-40634,1,1850
39201,17735,SODIV-40493,1,3874
39202,17735,SODIV-40141,1,1475
39203,17735,SODIV-40012,3,2643
39204,17736,SODIV-40068,10,613
39205,17736,SODIV-40551,1,1593
39206,17737,SODIV-40135,1,1721
39207,17737,SODIV-40015,1,3083
39208,17737,SODIV-40624,1,2901
39209,17738,SODIV-40254,1,585
39210,17738,SODIV-40439,1,2618
39211,17739,SODIV-40388,1,2264
39212,17739,SODIV-40049,10,933
39213,17739,SODIV-40414,3,1290
39214,17740,SODIV-40274,2,281
39215,17740,SODIV-40395,1,1402
39216,17741,SODIV-40281,3,738
39217,17741,SODIV-40072,4,3862
39218,17742,SODIV-40071,1,2670
39219,17743,SODIV-40014,2,1243
39220,17743,SODIV-40066,1,3166
39221,17744,SODIV-40539,1,2621
39222,17745,SODIV-40255,2,858
39223,17745,SODIV-40260,1,1293
39224,17745,SODIV-40580,1,82
39225,17745,SODIV-40500,5,2117
39226,17746,SODIV-40299,3,1639
39227,17746,SODIV-40462,2,555
39228,17747,SODIV-40501,1,1854
39229,17748,SODIV-40428,1,2287
39230,17749,SODIV-40081,1,349
39231,17749,SODIV-40541,1,3826
39232,17750,SODIV-40198,1,1724
39233,17751,SODIV-40589,3,2018
39234,17751,SODIV-40459,1,1850
39235,17751,SODIV-40572,10,2063
39236,17751,SODIV-40171,2,1001
39237,17752,SODIV-40668,1,251
39238,17753,SODIV-40665,1,2578
39239,17753,SODIV-40087,2,3409
39240,17754,SODIV-40126,1,2557
39241,17755,SODIV-40265,5,453
39242,17756,SODIV-40571,2,107
39243,17757,SODIV-40434,1,416
39244,17758,SODIV-40568,3,370
39245,17758,SODIV-40189,1,2945
39246,17759,SODIV-40415,4,1225
39247,17759,SODIV-40177,2,1922
39248,17760,SODIV-40174,1,1669
39249,17761,SODIV-40441,1,544
39250,17762,SODIV-40606,10,3652
39251,17762,SODIV-40656,2,1655
39252,17762,SODIV-40173,1,3630
39253,17763,SODIV-40126,1,2557
39254,17763,SODIV-40355,4,3377
39255,17764,SODIV-40097,1,211
39256,17764,SODIV-40417,2,2635
39257,17765,SODIV-40465,4,3899
39258,17765,SODIV-40401,1,222
39259,17766,SODIV-40117,1,111
39260,17767,SODIV-40204,1,2659
39261,17767,SODIV-40211,1,1016
39262,17767,SODIV-40122,3,2794
39263,17767,SODIV-40066,1,3166
39264,17768,SODIV-40365,1,3508
39265,17768,SODIV-40145,4,3595
39266,17768,SODIV-40120,2,2932
39267,17769,SODIV-40657,2,3973
39268,17769,SODIV-40535,1,1215
39269,17770,SODIV-40076,1,531
39270,17771,SODIV-40639,1,1121
39271,17771,SODIV-40504,1,1200
39272,17772,SODIV-40281,1,738
39273,17773,SODIV-40044,1,3656
39274,17773,SODIV-40294,2,1480
39275,17774,SODIV-40554,1,3215
39276,17774,SODIV-40511,3,1780
39277,17774,SODIV-40616,4,3826
39278,17774,SODIV-40096,1,3138
39279,17775,SODIV-40227,1,776
39280,17775,SODIV-40343,1,3962
39281,17775,SODIV-40301,1,3254
39282,17775,SODIV-40313,1,148
39283,17775,SODIV-40283,1,3335
39284,17776,SODIV-40092,3,3218
39285,17776,SODIV-40344,1,389
39286,17777,SODIV-40659,1,1086
39287,17777,SODIV-40508,10,1291
39288,17778,SODIV-40202,1,225
39289,17778,SODIV-40014,1,1243
39290,17778,SODIV-40347,1,683
39291,17778,SODIV-40267,5,3444
39292,17779,SODIV-40546,1,713
39293,17780,SODIV-40122,2,2794
39294,17781,SODIV-40036,4,362
39295,17782,SODIV-40348,1,2583
39296,17783,SODIV-40622,1,2784
39297,17783,SODIV-40237,4,184
39298,17783,SODIV-40542,1,2620
39299,17783,SODIV-40561,1,2098
39300,17783,SODIV-40547,1,329
39301,17784,SODIV-40083,4,2585
39302,17785,SODIV-40426,4,898
39303,17786,SODIV-40407,2,2781
39304,17786,SODIV-40318,2,68
39305,17787,SODIV-40364,1,1783
39306,17788,SODIV-40589,5,2018
39307,17788,SODIV-40174,1,1669
39308,17788,SODIV-40326,5,278
39309,17789,SODIV-40592,5,1785
39310,17789,SODIV-40619,3,2148
39311,17789,SODIV-40007,1,2073
39312,17789,SODIV-40520,1,592
39313,17790,SODIV-40293,2,3612
39314,17790,SODIV-40363,10,2733
39315,17791,SODIV-40166,1,3407
39316,17791,SODIV-40153,1,3202
39317,17791,SODIV-40452,1,936
39318,17792,SODIV-40098,1,817
39319,17792,SODIV-40564,2,2336
39320,17793,SODIV-40581,2,481
39321,17793,SODIV-40472,3,2158
39322,17794,SODIV-40541,4,3826
39323,17794,SODIV-40236,1,2418
39324,17794,SODIV-40548,1,1411
39325,17794,SODIV-40083,1,2585
39326,17795,SODIV-40132,1,2187
39327,17796,SODIV-40057,1,569
39328,17796,SODIV-40297,1,1899
39329,17796,SODIV-40241,1,3976
39330,17796,SODIV-40169,1,1896
39331,17797,SODIV-40388,1,2264
39332,17798,SODIV-40244,1,3147
39333,17798,SODIV-40395,3,1402
39334,17799,SODIV-40378,5,3244
39335,17799,SODIV-40027,1,923
39336,17799,SODIV-40094,1,3242
39337,17800,SODIV-40181,1,1654
39338,17800,SODIV-40544,3,1971
39339,17800,SODIV-40159,3,210
39340,17800,SODIV-40203,1,2173
39341,17800,SODIV-40227,1,776
39342,17801,SODIV-40526,2,3607
39343,17801,SODIV-40326,1,278
39344,17802,SODIV-40608,1,529
39345,17802,SODIV-40181,3,1654
39346,17802,SODIV-40137,1,913
39347,17802,SODIV-40397,1,3520
39348,17802,SODIV-40157,1,1086
39349,17803,SODIV-40537,2,2233
39350,17803,SODIV-40633,2,1460
39351,17803,SODIV-40571,4,107
39352,17804,SODIV-40469,1,2220
39353,17804,SODIV-40661,2,3554
39354,17804,SODIV-40067,3,1669
39355,17804,SODIV-40009,1,1020
39356,17804,SODIV-40493,4,3874
39357,17805,SODIV-40037,1,3961
39358,17805,SODIV-40274,4,281
39359,17805,SODIV-40583,1,1517
39360,17806,SODIV-40497,1,3150
39361,17806,SODIV-40579,4,3724
39362,17807,SODIV-40073,2,3583
39363,17807,SODIV-40577,2,3997
39364,17807,SODIV-40443,1,1364
39365,17807,SODIV-40090,1,2825
39366,17808,SODIV-40485,1,1586
39367,17808,SODIV-40096,1,3138
39368,17808,SODIV-40568,1,370
39369,17809,SODIV-40399,1,3771
39370,17809,SODIV-40395,5,1402
39371,17809,SODIV-40644,1,2202
39372,17809,SODIV-40109,2,3406
39373,17810,SODIV-40383,1,2867
39374,17810,SODIV-40217,1,3850
39375,17810,SODIV-40634,1,1850
39376,17810,SODIV-40404,1,1176
39377,17811,SODIV-40463,1,506
39378,17812,SODIV-40229,1,3511
39379,17812,SODIV-40318,1,68
39380,17812,SODIV-40121,1,1267
39381,17813,SODIV-40296,2,544
39382,17814,SODIV-40114,1,3622
39383,17815,SODIV-40359,1,3645
39384,17816,SODIV-40003,2,402
39385,17817,SODIV-40362,5,315
39386,17817,SODIV-40030,2,1812
39387,17817,SODIV-40639,3,1121
39388,17817,SODIV-40448,2,3853
39389,17818,SODIV-40389,1,3336
39390,17819,SODIV-40467,1,2390
39391,17820,SODIV-40119,1,1294
39392,17821,SODIV-40589,1,2018
39393,17821,SODIV-40112,1,979
39394,17821,SODIV-40296,1,544
39395,17821,SODIV-40614,3,3279
39396,17821,SODIV-40173,1,3630
39397,17822,SODIV-40470,1,287
39398,17823,SODIV-40377,1,498
39399,17823,SODIV-40574,3,1032
39400,17824,SODIV-40474,3,3861
39401,17824,SODIV-40230,5,2308
39402,17824,SODIV-40219,1,2715
39403,17825,SODIV-40374,3,3651
39404,17826,SODIV-40105,1,800
39405,17826,SODIV-40513,2,2199
39406,17827,SODIV-40385,2,2139
39407,17827,SODIV-40509,10,704
39408,17827,SODIV-40256,2,303
39409,17827,SODIV-40607,1,1072
39410,17828,SODIV-40417,1,2635
39411,17828,SODIV-40185,1,2079
39412,17828,SODIV-40323,1,2665
39413,17829,SODIV-40055,3,1650
39414,17829,SODIV-40535,3,1215
39415,17829,SODIV-40498,1,3829
39416,17829,SODIV-40522,1,3757
39417,17830,SODIV-40329,1,693
39418,17830,SODIV-40590,1,2628
39419,17830,SODIV-40572,1,2063
39420,17830,SODIV-40435,1,3405
39421,17831,SODIV-40502,1,3598
39422,17832,SODIV-40401,4,222
39423,17832,SODIV-40531,3,1024
39424,17833,SODIV-40262,1,3718
39425,17833,SODIV-40259,1,1687
39426,17833,SODIV-40113,1,765
39427,17833,SODIV-40351,2,984
39428,17834,SODIV-40319,1,3939
39429,17835,SODIV-40118,1,2943
39430,17835,SODIV-40595,1,3989
39431,17835,SODIV-40358,5,157
39432,17836,SODIV-40531,1,1024
39433,17836,SODIV-40628,1,3835
39434,17836,SODIV-40310,2,3297
39435,17837,SODIV-40073,2,3583
39436,17838,SODIV-40217,2,3850
39437,17838,SODIV-40553,1,1683
39438,17839,SODIV-40459,2,1850
39439,17839,SODIV-40323,1,2665
39440,17839,SODIV-40068,1,613
39441,17840,SODIV-40626,1,2944
39442,17840,SODIV-40306,2,3905
39443,17840,SODIV-40315,2,571
39444,17840,SODIV-40359,2,3645
39445,17840,SODIV-40166,2,3407
39446,17841,SODIV-40257,1,52
39447,17841,SODIV-40402,3,1736
39448,17842,SODIV-40646,1,525
39449,17843,SODIV-40512,3,3966
39450,17843,SODIV-40296,1,544
39451,17844,SODIV-40560,3,3032
39452,17844,SODIV-40253,1,662
39453,17844,SODIV-40464,1,196
39454,17845,SODIV-40516,1,1482
39455,17845,SODIV-40235,10,303
39456,17845,SODIV-40527,1,900
39457,17846,SODIV-40068,1,613
39458,17846,SODIV-40616,1,3826
39459,17847,SODIV-40254,1,585
39460,17847,SODIV-40250,1,2108
39461,17848,SODIV-40621,1,677
39462,17848,SODIV-40141,2,1475
39463,17849,SODIV-40381,2,2133
39464,17849,SODIV-40145,4,3595
39465,17849,SODIV-40561,4,2098
39466,17849,SODIV-40218,3,1667
